episode,stage,stage_name,task,success,first_seen,expected_repeat,post_recovery,wall_ms,planner_ms,consolidation_ms,executor_ms,cpu_user_ms,cpu_sys_ms,rss_kb,read_bytes,write_bytes,semantic,recovery,repair,structural_change,permanent_words,provisional_words,structure_bytes,uniform
524,5,release_candidate,daily_state,1,0,1,0,0.269423,0.060229,0.000146,0.208795,0.265000,0.037000,5536,0,4096,1,0,0,0,22,19,4306,1
525,5,release_candidate,daily_ipc,1,0,1,0,0.370696,0.059993,0.000063,0.310422,0.400000,0.000000,5536,0,4096,1,0,0,0,22,19,4306,1
526,5,release_candidate,rc_novel_5,1,1,0,0,30.993756,0.318623,17.859564,12.815128,24.730000,7.919000,5536,0,4096,1,0,0,3,22,19,4308,1
527,5,release_candidate,daily_file,1,0,1,0,0.393790,0.092087,0.000129,0.301283,0.426000,0.000000,5536,0,4096,1,0,0,0,22,19,4308,1
528,5,release_candidate,daily_hash,1,0,1,0,13.243076,0.088984,0.000390,13.153358,13.857000,0.000000,5536,0,4096,1,0,0,0,22,19,4308,1
529,5,release_candidate,daily_http,1,0,1,0,1.158817,0.141350,0.000191,1.016907,1.077000,0.045000,5544,0,4096,1,0,0,0,22,19,4308,1
530,5,release_candidate,daily_state,1,0,1,0,0.290601,0.059983,0.000152,0.230193,0.324000,0.000000,5544,0,4096,1,0,0,0,22,19,4308,1
531,5,release_candidate,daily_ipc,1,0,1,0,0.411600,0.059756,0.000061,0.351525,0.395000,0.031000,5544,0,4096,1,0,0,0,22,19,4308,1
532,5,release_candidate,daily_file,1,0,1,0,0.251303,0.062134,0.000093,0.188707,0.260000,0.036000,5544,0,4096,1,0,0,0,22,19,4308,1
533,5,release_candidate,daily_hash,1,0,1,0,13.514407,0.060386,0.000449,13.453249,10.738000,3.955000,5544,0,4096,1,0,0,0,22,19,4308,1
534,5,release_candidate,daily_http,1,0,1,0,1.133452,0.144838,0.000271,0.988061,1.022000,0.141000,5544,0,4096,1,0,0,0,22,19,4308,1
535,5,release_candidate,daily_state,1,0,1,0,0.282061,0.062585,0.000140,0.219127,0.316000,0.000000,5544,0,4096,1,0,0,0,22,19,4308,1
536,5,release_candidate,daily_ipc,1,0,1,0,0.447223,0.069675,0.000061,0.377271,0.528000,0.073000,5544,0,4096,1,0,0,0,22,19,4308,1
537,5,release_candidate,daily_file,1,0,1,0,0.299417,0.060216,0.000150,0.238857,0.332000,0.000000,5544,0,4096,1,0,0,0,22,19,4308,1
538,5,release_candidate,daily_hash,1,0,1,0,12.521336,0.061648,0.000469,12.458957,5.843000,7.338000,5544,0,4096,1,0,0,0,22,19,4308,1
539,5,release_candidate,daily_http,1,0,1,0,1.091496,0.131649,0.000235,0.959404,1.001000,0.132000,5544,0,4096,1,0,0,0,22,19,4308,1
540,5,release_candidate,daily_state,1,0,1,0,0.277098,0.059458,0.000235,0.217214,0.310000,0.000000,5544,0,4096,1,0,0,0,22,19,4308,1
541,5,release_candidate,daily_ipc,1,0,1,0,0.408290,0.059473,0.000094,0.348420,0.442000,0.000000,5544,0,4096,1,0,0,0,22,19,4308,1
542,5,release_candidate,daily_file,1,0,1,0,0.272578,0.061921,0.000195,0.210268,0.308000,0.000000,5544,0,4096,1,0,0,0,22,19,4308,1
543,5,release_candidate,daily_hash,1,0,1,0,14.614053,0.059635,0.000458,14.553667,11.438000,4.346000,5544,0,4096,1,0,0,0,22,19,4308,1
544,5,release_candidate,daily_http,1,0,1,0,1.143835,0.132920,0.000252,1.010375,1.095000,0.000000,5544,0,4096,1,0,0,0,22,19,4308,1
545,5,release_candidate,daily_state,1,0,1,0,0.276125,0.059663,0.000206,0.216046,0.308000,0.000000,5544,0,4096,1,0,0,0,22,19,4308,1
546,5,release_candidate,daily_ipc,1,0,1,0,0.449932,0.061185,0.000278,0.388258,0.474000,0.000000,5544,0,4096,1,0,0,0,22,19,4308,1
547,5,release_candidate,daily_file,1,0,1,0,0.274542,0.063780,0.000190,0.210370,0.311000,0.000000,5544,0,4096,1,0,0,0,22,19,4308,1
548,5,release_candidate,daily_hash,1,0,1,0,13.187246,0.059895,0.000413,13.126718,3.951000,9.947000,5544,0,4096,1,0,0,0,22,19,4308,1
549,5,release_candidate,daily_http,1,0,1,0,1.003719,0.129195,0.000243,0.874086,0.917000,0.124000,5544,0,4096,1,0,0,0,22,19,4308,1
550,5,release_candidate,daily_state,1,0,1,0,0.244687,0.061352,0.000257,0.182884,0.277000,0.000000,5544,0,4096,1,0,0,0,22,19,4308,1
551,5,release_candidate,daily_ipc,1,0,1,0,0.413078,0.060790,0.000281,0.351807,0.471000,0.000000,5544,0,4096,1,0,0,0,22,19,4308,1
552,5,release_candidate,rc_novel_6,1,1,0,0,13.168190,0.360621,12.485500,0.321839,13.229000,0.000000,5544,0,4096,1,0,0,2,22,20,4333,1
553,5,release_candidate,daily_proc,1,0,1,0,0.265115,0.061797,0.000311,0.202812,0.293000,0.000000,5544,0,4096,1,0,0,0,22,20,4335,1
554,5,release_candidate,daily_timer,1,0,1,0,2.436827,0.061152,0.000241,2.375242,0.394000,0.000000,5544,0,4096,1,0,0,0,22,20,4334,1
555,5,release_candidate,daily_file,1,0,1,0,0.238350,0.060884,0.000098,0.177180,0.274000,0.000000,5544,0,4096,1,0,0,0,22,20,4334,1
556,5,release_candidate,daily_hash,1,0,1,0,13.341846,0.058883,0.000399,13.282359,7.835000,6.111000,5544,0,4096,1,0,0,0,22,20,4334,1
557,5,release_candidate,daily_http,1,0,1,0,1.097976,0.154752,0.000231,0.942780,1.007000,0.136000,5548,0,4096,1,0,0,0,22,20,4334,1
558,5,release_candidate,daily_state,1,0,1,0,0.269158,0.063055,0.000236,0.205673,0.306000,0.000000,5548,0,4096,1,0,0,0,22,20,4334,1
559,5,release_candidate,daily_ipc,1,0,1,0,0.437846,0.060371,0.000120,0.377173,0.446000,0.000000,5548,0,4096,1,0,0,0,22,20,4334,1
560,5,release_candidate,daily_file,1,0,1,0,0.269613,0.059852,0.000208,0.209359,0.345000,0.000000,5548,0,4096,1,0,0,0,22,20,4334,1
561,5,release_candidate,daily_hash,1,0,1,0,13.165395,0.060329,0.000487,13.104365,9.787000,4.050000,5548,0,4096,1,0,0,0,22,20,4334,1
562,5,release_candidate,daily_http,1,0,1,0,1.290569,0.155113,0.000242,1.135000,1.249000,0.000000,5548,0,4096,1,0,0,0,22,20,4334,1
563,5,release_candidate,daily_state,1,0,1,0,0.264015,0.062499,0.000223,0.201099,0.300000,0.000000,5548,0,8192,1,0,0,0,22,20,4334,1
564,5,release_candidate,daily_ipc,1,0,1,0,0.385756,0.059051,0.000097,0.326418,0.369000,0.036000,5548,0,4096,1,0,0,0,22,20,4334,1
565,5,release_candidate,daily_file,1,0,1,0,0.295568,0.060058,0.000238,0.235071,0.328000,0.000000,5548,0,4096,1,0,0,0,22,20,4334,1
566,5,release_candidate,daily_hash,1,0,1,0,12.554578,0.061468,0.000408,12.492504,5.543000,7.649000,5548,0,4096,1,0,0,0,22,20,4334,1
567,5,release_candidate,daily_http,1,0,1,0,1.046747,0.129621,0.000219,0.916708,0.996000,0.089000,5548,0,4096,1,0,0,0,22,20,4334,1
568,5,release_candidate,daily_state,1,0,1,0,0.248573,0.061062,0.000208,0.187109,0.281000,0.000000,5548,0,4096,1,0,0,0,22,20,4334,1
569,5,release_candidate,daily_ipc,1,0,1,0,0.899089,0.060077,0.000240,0.838578,0.716000,0.085000,5548,0,4096,1,0,0,0,22,20,4334,1
570,5,release_candidate,daily_file,1,0,1,0,0.271058,0.061475,0.000260,0.209125,0.295000,0.038000,5548,0,4096,1,0,0,0,22,20,4334,1
571,5,release_candidate,daily_hash,1,0,1,0,14.296735,0.058763,0.000582,14.237188,6.611000,8.619000,5548,0,4096,1,0,0,0,22,20,4334,1
572,5,release_candidate,daily_http,1,0,1,0,1.235031,0.181997,0.000666,1.052155,1.128000,0.150000,5548,0,4096,1,0,0,0,22,20,4334,1
573,5,release_candidate,daily_state,1,0,1,0,0.391027,0.062593,0.000219,0.328020,0.427000,0.000000,5548,0,4096,1,0,0,0,22,20,4334,1
574,5,release_candidate,daily_ipc,1,0,1,0,0.385158,0.063196,0.000097,0.321666,0.434000,0.000000,5548,0,4096,1,0,0,0,22,20,4334,1
575,5,release_candidate,daily_file,1,0,1,0,0.287479,0.061164,0.000218,0.225894,0.286000,0.037000,5548,0,4096,1,0,0,0,22,20,4334,1
576,5,release_candidate,daily_hash,1,0,1,0,12.865420,0.060838,0.000596,12.803740,5.991000,7.444000,5548,0,4096,1,0,0,0,22,20,4334,1
577,5,release_candidate,daily_http,1,0,1,0,1.118005,0.192969,0.000253,0.924579,1.177000,0.000000,5548,0,4096,1,0,0,0,22,20,4334,1
578,5,release_candidate,daily_state,1,0,1,0,0.280701,0.062784,0.000194,0.217529,0.315000,0.000000,5548,0,4096,1,0,0,0,22,20,4334,1
579,5,release_candidate,daily_ipc,1,0,1,0,0.389071,0.061006,0.000088,0.327792,0.414000,0.000000,5548,0,4096,1,0,0,0,22,20,4334,1
580,5,release_candidate,rc_novel_7,1,1,0,0,12.437769,0.316055,11.804226,0.317271,12.494000,0.000000,5548,0,4096,1,0,0,3,22,18,4343,1
581,5,release_candidate,daily_file,1,0,1,0,0.308404,0.060811,0.000184,0.247215,0.343000,0.000000,5548,0,4096,1,0,0,0,22,18,4343,1
582,5,release_candidate,daily_hash,1,0,1,0,18.201201,0.060182,0.000803,18.139997,13.817000,0.000000,5548,0,4096,1,0,0,0,22,18,4343,1
583,5,release_candidate,daily_http,1,0,1,0,1.302121,0.160091,0.000271,1.141549,1.123000,0.148000,5552,0,4096,1,0,0,0,22,18,4343,1
584,5,release_candidate,daily_state,1,0,1,0,0.307690,0.061399,0.000168,0.245934,0.370000,0.000000,5552,0,4096,1,0,0,0,22,18,4343,1
585,5,release_candidate,daily_ipc,1,0,1,0,0.446810,0.060876,0.000066,0.385672,0.415000,0.054000,5552,0,4096,1,0,0,0,22,18,4343,1
586,5,release_candidate,daily_file,1,0,1,0,0.257739,0.059757,0.000062,0.197733,0.256000,0.034000,5552,0,4096,1,0,0,0,22,18,4343,1
587,5,release_candidate,daily_hash,1,0,1,0,12.615488,0.060999,0.000381,12.553846,0.000000,13.454000,5552,0,4096,1,0,0,0,22,18,4343,1
588,5,release_candidate,daily_http,1,0,1,0,1.245616,0.150384,0.000159,1.094879,0.000000,1.328000,5552,0,4096,1,0,0,0,22,18,4343,1
589,5,release_candidate,daily_state,1,0,1,0,0.269095,0.060438,0.000176,0.208288,0.266000,0.036000,5552,0,4096,1,0,0,0,22,18,4343,1
590,5,release_candidate,daily_ipc,1,0,1,0,0.395171,0.061677,0.000061,0.333239,0.425000,0.000000,5552,0,4096,1,0,0,0,22,18,4343,1
591,5,release_candidate,daily_file,1,0,1,0,0.263598,0.059899,0.000146,0.203350,0.326000,0.000000,5552,0,4096,1,0,0,0,22,18,4343,1
592,5,release_candidate,daily_hash,1,0,1,0,13.823519,0.059871,0.000384,13.763051,4.062000,10.722000,5552,0,4096,1,0,0,0,22,18,4343,1
593,5,release_candidate,daily_http,1,0,1,0,1.059891,0.146138,0.000162,0.913405,0.967000,0.130000,5552,0,4096,1,0,0,0,22,18,4343,1
594,5,release_candidate,daily_state,1,0,1,0,0.284001,0.061745,0.000194,0.221856,0.320000,0.000000,5552,0,4096,1,0,0,0,22,18,4343,1
595,5,release_candidate,daily_ipc,1,0,1,0,0.415403,0.062134,0.000059,0.352995,0.450000,0.000000,5552,0,4096,1,0,0,0,22,18,4343,1
596,5,release_candidate,daily_file,1,0,1,0,0.301507,0.062231,0.000162,0.238903,0.301000,0.040000,5552,0,4096,1,0,0,0,22,18,4343,1
597,5,release_candidate,daily_hash,1,0,1,0,12.800990,0.059532,0.000400,12.740852,5.727000,7.770000,5552,0,4096,1,0,0,0,22,18,4343,1
598,5,release_candidate,daily_http,1,0,1,0,1.267451,0.171907,0.000229,1.095103,1.087000,0.148000,5552,0,4096,1,0,0,0,22,18,4343,1
599,5,release_candidate,daily_state,1,0,1,0,0.311442,0.061385,0.000139,0.249722,0.348000,0.000000,5552,0,4096,1,0,0,0,22,18,4343,1
600,5,release_candidate,daily_ipc,1,0,1,0,0.411183,0.061534,0.000061,0.349392,0.382000,0.052000,5552,0,4096,1,0,0,0,22,18,4343,1
601,5,release_candidate,daily_file,1,0,1,0,0.234644,0.061482,0.000060,0.172895,0.239000,0.033000,5552,0,8192,1,0,0,0,22,18,4343,1
602,5,release_candidate,daily_hash,1,0,1,0,12.635589,0.060167,0.000367,12.574523,5.822000,7.464000,5552,0,4096,1,0,0,0,22,18,4343,1
603,5,release_candidate,daily_http,1,0,1,0,1.079710,0.136620,0.000170,0.942730,1.119000,0.000000,5552,0,4096,1,0,0,0,22,18,4343,1
604,5,release_candidate,daily_state,1,0,1,0,0.284247,0.061851,0.000152,0.222052,0.320000,0.000000,5552,0,4096,1,0,0,0,22,18,4343,1
605,5,release_candidate,daily_ipc,1,0,1,0,2.478167,0.060393,0.000217,2.417318,0.521000,1.923000,5552,0,4096,1,0,0,0,22,18,4343,1
606,5,release_candidate,rc_novel_8,1,1,0,0,22.609821,0.393913,19.859655,2.356027,20.630000,0.015000,5552,0,4096,1,0,0,2,22,19,4373,1
607,5,release_candidate,daily_proc,1,0,1,0,0.297923,0.059909,0.000171,0.237647,0.284000,0.039000,5552,0,4096,1,0,0,0,22,19,4375,1
608,5,release_candidate,daily_timer,1,0,1,0,2.361845,0.059302,0.000187,2.302162,0.381000,0.000000,5552,0,4096,1,0,0,0,22,19,4369,1
609,5,release_candidate,daily_file,1,0,1,0,0.317993,0.061036,0.000179,0.256580,0.354000,0.000000,5552,0,4096,1,0,0,0,22,19,4369,1
610,5,release_candidate,daily_hash,1,0,1,0,15.668698,0.059923,0.000453,15.608103,2.703000,11.797000,5552,0,4096,1,0,0,0,22,19,4369,1
611,5,release_candidate,daily_http,1,0,1,0,1.114342,0.148118,0.000165,0.965841,1.156000,0.000000,5552,0,4096,1,0,0,0,22,19,4369,1
612,5,release_candidate,daily_state,1,0,1,0,0.379752,0.089823,0.000154,0.289548,0.377000,0.051000,5552,0,4096,1,0,0,0,22,19,4369,1
613,5,release_candidate,daily_ipc,1,0,1,0,0.480778,0.065718,0.000096,0.414761,0.472000,0.063000,5552,0,4096,1,0,0,0,22,19,4369,1
614,5,release_candidate,daily_file,1,0,1,0,0.325659,0.062964,0.000136,0.262367,0.366000,0.000000,5552,0,4096,1,0,0,0,22,19,4369,1
615,5,release_candidate,daily_hash,1,0,1,0,13.390280,0.063911,0.000493,13.325657,7.110000,7.777000,5552,0,4096,1,0,0,0,22,19,4369,1
616,5,release_candidate,daily_http,1,0,1,0,1.402238,0.151540,0.000598,1.249898,1.202000,0.162000,5552,0,4096,1,0,0,0,22,19,4369,1
617,5,release_candidate,daily_state,1,0,1,0,0.281122,0.066788,0.000208,0.213922,0.282000,0.038000,5552,0,4096,1,0,0,0,22,19,4369,1
618,5,release_candidate,daily_ipc,1,0,1,0,0.426107,0.061700,0.000064,0.364149,0.453000,0.000000,5552,0,4096,1,0,0,0,22,19,4369,1
619,5,release_candidate,daily_file,1,0,1,0,0.243288,0.061715,0.000270,0.181063,0.278000,0.000000,5552,0,4096,1,0,0,0,22,19,4369,1
620,5,release_candidate,daily_hash,1,0,1,0,12.981270,0.061460,0.000445,12.919125,3.741000,10.266000,5552,0,4096,1,0,0,0,22,19,4369,1
621,5,release_candidate,daily_http,1,0,1,0,1.294916,0.141333,0.000166,1.153220,0.000000,1.340000,5552,0,4096,1,0,0,0,22,19,4369,1
622,5,release_candidate,daily_state,1,0,1,0,0.251028,0.061275,0.000194,0.189366,0.250000,0.034000,5552,0,4096,1,0,0,0,22,19,4369,1
623,5,release_candidate,daily_ipc,1,0,1,0,0.336927,0.058429,0.000265,0.278043,0.361000,0.000000,5552,0,4096,1,0,0,0,22,19,4369,1
624,5,release_candidate,daily_file,1,0,1,0,0.263145,0.059408,0.000134,0.203411,0.283000,0.011000,5552,0,4096,1,0,0,0,22,19,4369,1
625,5,release_candidate,daily_hash,1,0,1,0,12.874255,0.064761,0.000451,12.808855,13.595000,0.014000,5552,0,4096,1,0,0,0,22,19,4369,1
626,5,release_candidate,daily_http,1,0,1,0,1.186521,0.138638,0.000280,1.047385,1.079000,0.146000,5552,0,4096,1,0,0,0,22,19,4369,1
627,5,release_candidate,daily_state,1,0,1,0,0.248883,0.059672,0.000210,0.188807,0.281000,0.000000,5552,0,4096,1,0,0,0,22,19,4369,1
628,5,release_candidate,daily_ipc,1,0,1,0,0.324179,0.059299,0.000247,0.264430,0.311000,0.042000,5552,0,4096,1,0,0,0,22,19,4369,1
629,5,release_candidate,daily_file,1,0,1,0,0.259883,0.059249,0.000154,0.200287,0.290000,0.000000,5552,0,4096,1,0,0,0,22,19,4369,1
630,5,release_candidate,daily_hash,1,0,1,0,13.856044,0.060129,0.000384,13.795216,4.078000,10.361000,5552,0,4096,1,0,0,0,22,19,4369,1
631,5,release_candidate,daily_http,1,0,1,0,1.101160,0.141962,0.000211,0.958781,0.000000,1.136000,5552,0,4096,1,0,0,0,22,19,4369,1
632,5,release_candidate,daily_state,1,0,1,0,0.248828,0.060732,0.000156,0.187738,0.249000,0.034000,5552,0,4096,1,0,0,0,22,19,4369,1
633,5,release_candidate,daily_ipc,1,0,1,0,0.479527,0.060446,0.000239,0.418649,0.421000,0.000000,5552,0,4096,1,0,0,0,22,19,4369,1
634,5,release_candidate,rc_novel_9,1,1,0,0,41.069840,0.340543,38.423954,2.305074,33.615000,5.612000,5552,0,4096,1,0,0,2,22,20,4375,1
635,5,release_candidate,daily_file,1,0,1,0,0.586400,0.254505,0.000150,0.331516,0.558000,0.077000,5552,0,4096,1,0,0,0,22,20,4375,1
636,5,release_candidate,daily_hash,1,0,1,0,14.468756,0.064805,0.000556,14.403125,11.463000,3.930000,5552,0,4096,1,0,0,0,22,20,4375,1
637,5,release_candidate,daily_http,1,0,1,0,1.124986,0.121464,0.000350,1.002962,1.051000,0.145000,5556,0,4096,1,0,0,0,22,20,4375,1
638,5,release_candidate,daily_state,1,0,1,0,0.323566,0.062800,0.000280,0.260199,0.361000,0.000000,5556,0,4096,1,0,0,0,22,20,4375,1
639,5,release_candidate,daily_ipc,1,0,1,0,0.502525,0.059333,0.000320,0.442682,0.463000,0.000000,5556,0,4096,1,0,0,0,22,20,4375,1
640,5,release_candidate,daily_file,1,0,1,0,0.293295,0.060424,0.000195,0.232479,0.329000,0.000000,5556,0,8192,1,0,0,0,22,20,4375,1
641,5,release_candidate,daily_hash,1,0,1,0,12.847891,0.058866,0.000678,12.788098,9.672000,3.775000,5556,0,4096,1,0,0,0,22,20,4375,1
642,5,release_candidate,daily_http,1,0,1,0,1.148890,0.135233,0.000279,1.013172,1.084000,0.149000,5568,0,4096,1,0,0,0,22,20,4375,1
643,5,release_candidate,daily_state,1,0,1,0,0.317795,0.061441,0.000255,0.255904,0.351000,0.000000,5568,0,4096,1,0,0,0,22,20,4375,1
644,5,release_candidate,daily_ipc,1,0,1,0,0.420959,0.061991,0.000099,0.358668,0.396000,0.054000,5568,0,4096,1,0,0,0,22,20,4375,1
645,5,release_candidate,daily_file,1,0,1,0,0.289232,0.061018,0.000208,0.227815,0.322000,0.000000,5568,0,4096,1,0,0,0,22,20,4375,1
646,5,release_candidate,daily_hash,1,0,1,0,12.618462,0.059363,0.000491,12.558404,2.179000,11.141000,5568,0,4096,1,0,0,0,22,20,4375,1
647,5,release_candidate,daily_http,1,0,1,0,1.030619,0.149502,0.000247,0.880592,0.965000,0.111000,5568,0,4096,1,0,0,0,22,20,4375,1
648,5,release_candidate,daily_state,1,0,1,0,0.294585,0.061643,0.000195,0.232552,0.292000,0.040000,5568,0,4096,1,0,0,0,22,20,4375,1
649,5,release_candidate,daily_ipc,1,0,1,0,0.395043,0.061063,0.000131,0.333636,0.427000,0.000000,5568,0,4096,1,0,0,0,22,20,4375,1
650,5,release_candidate,daily_file,1,0,1,0,0.322433,0.058872,0.000178,0.263191,0.313000,0.043000,5568,0,4096,1,0,0,0,22,20,4375,1
651,5,release_candidate,daily_hash,1,0,1,0,12.823651,0.058307,0.000446,12.764690,6.058000,7.476000,5568,0,4096,1,0,0,0,22,20,4375,1
652,5,release_candidate,daily_http,1,0,1,0,1.209714,0.157431,0.000245,1.051851,1.035000,0.143000,5568,0,4096,1,0,0,0,22,20,4375,1
653,5,release_candidate,daily_state,1,0,1,0,0.311216,0.061632,0.000241,0.249144,0.000000,0.346000,5568,0,4096,1,0,0,0,22,20,4375,1
654,5,release_candidate,daily_ipc,1,0,1,0,0.469635,0.060396,0.000097,0.408951,0.413000,0.057000,5568,0,4096,1,0,0,0,22,20,4375,1
655,5,release_candidate,daily_file,1,0,1,0,0.258704,0.060001,0.000255,0.198260,0.292000,0.000000,5568,0,4096,1,0,0,0,22,20,4375,1
656,5,release_candidate,daily_hash,1,0,1,0,15.766921,0.060393,0.000520,15.705666,4.198000,12.417000,5568,0,4096,1,0,0,0,22,20,4375,1
657,5,release_candidate,daily_http,1,0,1,0,1.279279,0.159419,0.000373,1.119290,1.124000,0.156000,5572,0,4096,1,0,0,0,22,20,4375,1
658,5,release_candidate,daily_state,1,0,1,0,0.325685,0.062500,0.000189,0.262803,0.362000,0.000000,5572,0,4096,1,0,0,0,22,20,4375,1
659,5,release_candidate,daily_ipc,1,0,1,0,0.442685,0.061703,0.000096,0.380694,0.395000,0.055000,5572,0,4096,1,0,0,0,22,20,4375,1
660,5,release_candidate,rc_novel_10,1,1,0,0,25.741514,0.424833,24.708501,0.607954,25.860000,0.000000,5572,0,4096,1,0,0,2,22,19,4407,1
661,5,release_candidate,daily_proc,1,0,1,0,0.287617,0.062411,0.000096,0.224912,0.323000,0.000000,5572,0,4096,1,0,0,0,22,19,4409,1
662,5,release_candidate,daily_timer,1,0,1,0,2.429956,0.060962,0.000107,2.368697,0.375000,0.000000,5572,0,4096,1,0,0,0,22,19,4401,1
663,5,release_candidate,daily_file,1,0,1,0,0.227108,0.060479,0.000097,0.166340,0.259000,0.000000,5572,0,4096,1,0,0,0,22,19,4401,1
664,5,release_candidate,daily_hash,1,0,1,0,14.819755,0.061726,0.000620,14.757035,8.858000,6.649000,5572,0,4096,1,0,0,0,22,19,4401,1
665,5,release_candidate,daily_http,1,0,1,0,1.161234,0.138438,0.000215,1.022241,0.000000,1.177000,5572,0,4096,1,0,0,0,22,19,4401,1
666,5,release_candidate,daily_state,1,0,1,0,0.292921,0.061674,0.000179,0.230767,0.289000,0.040000,5572,0,4096,1,0,0,0,22,19,4401,1
667,5,release_candidate,daily_ipc,1,0,1,0,0.430770,0.061896,0.000092,0.368520,0.464000,0.000000,5572,0,4096,1,0,0,0,22,19,4401,1
668,5,release_candidate,daily_file,1,0,1,0,0.275298,0.060458,0.000093,0.214394,0.000000,0.348000,5572,0,4096,1,0,0,0,22,19,4401,1
669,5,release_candidate,daily_hash,1,0,1,0,20.994415,0.058881,0.000644,20.934447,15.506000,6.489000,5572,0,4096,1,0,0,0,22,19,4401,1
670,5,release_candidate,daily_http,1,0,1,0,1.114000,0.120205,0.000249,0.993350,1.161000,0.000000,5572,0,4096,1,0,0,0,22,19,4401,1
671,5,release_candidate,daily_state,1,0,1,0,0.318576,0.062293,0.000197,0.255894,0.352000,0.000000,5572,0,4096,1,0,0,0,22,19,4401,1
672,5,release_candidate,daily_ipc,1,0,1,0,0.433439,0.059870,0.000092,0.373281,0.425000,0.000000,5572,0,4096,1,0,0,0,22,19,4401,1
673,5,release_candidate,daily_file,1,0,1,0,0.284893,0.059777,0.000190,0.224725,0.375000,0.000000,5572,0,4096,1,0,0,0,22,19,4401,1
674,5,release_candidate,daily_hash,1,0,1,0,15.397154,0.060385,0.000749,15.335810,7.840000,8.590000,5572,0,4096,1,0,0,0,22,19,4401,1
675,5,release_candidate,daily_http,1,0,1,0,1.195338,0.135594,0.000217,1.059335,0.992000,0.136000,5572,0,4096,1,0,0,0,22,19,4401,1
676,5,release_candidate,daily_state,1,0,1,0,0.261854,0.061417,0.000263,0.199985,0.326000,0.000000,5572,0,4096,1,0,0,0,22,19,4401,1
677,5,release_candidate,daily_ipc,1,0,1,0,0.346845,0.059351,0.000094,0.287209,0.371000,0.000000,5572,0,4096,1,0,0,0,22,19,4401,1
678,5,release_candidate,daily_file,1,0,1,0,0.265614,0.061050,0.000206,0.204165,0.299000,0.000000,5572,0,4096,1,0,0,0,22,19,4401,1
679,5,release_candidate,daily_hash,1,0,1,0,22.892395,0.059042,0.000766,22.832375,13.531000,10.496000,5572,0,8192,1,0,0,0,22,19,4401,1
680,5,release_candidate,daily_http,1,0,1,0,1.127425,0.141759,0.000288,0.985183,0.000000,1.177000,5572,0,4096,1,0,0,0,22,19,4401,1
681,5,release_candidate,daily_state,1,0,1,0,0.256621,0.060748,0.000191,0.195404,0.256000,0.036000,5572,0,4096,1,0,0,0,22,19,4401,1
682,5,release_candidate,daily_ipc,1,0,1,0,0.369242,0.060341,0.000094,0.308614,0.395000,0.000000,5572,0,4096,1,0,0,0,22,19,4401,1
683,5,release_candidate,daily_file,1,0,1,0,0.267656,0.061200,0.000170,0.206099,0.301000,0.000000,5572,0,4096,1,0,0,0,22,19,4401,1
684,5,release_candidate,daily_hash,1,0,1,0,14.869183,0.060835,0.000877,14.807265,9.806000,5.978000,5572,0,4096,1,0,0,0,22,19,4401,1
685,5,release_candidate,daily_http,1,0,1,0,1.117401,0.132151,0.000249,0.984813,1.169000,0.000000,5572,0,4096,1,0,0,0,22,19,4401,1
686,5,release_candidate,daily_state,1,0,1,0,0.239646,0.060318,0.000209,0.178930,0.273000,0.000000,5572,0,4096,1,0,0,0,22,19,4401,1
687,5,release_candidate,daily_ipc,1,0,1,0,0.328994,0.059539,0.000093,0.269175,0.359000,0.000000,5572,0,4096,1,0,0,0,22,19,4401,1
688,5,release_candidate,rc_novel_11,1,1,0,0,37.564872,0.375718,22.617191,14.571397,22.443000,15.967000,5572,0,4096,1,0,0,2,22,20,4407,1
689,5,release_candidate,daily_file,1,0,1,0,0.446515,0.097956,0.000148,0.348041,0.432000,0.061000,5572,0,4096,1,0,0,0,22,20,4407,1
690,5,release_candidate,daily_hash,1,0,1,0,13.270812,0.092026,0.000840,13.177375,10.496000,3.970000,5572,0,4096,1,0,0,0,22,20,4407,1
691,5,release_candidate,daily_http,1,0,1,0,1.259952,0.136572,0.000229,1.122893,1.321000,0.000000,5576,0,4096,1,0,0,0,22,20,4407,1
692,5,release_candidate,daily_state,1,0,1,0,0.328518,0.069325,0.000238,0.258608,0.376000,0.000000,5576,0,4096,1,0,0,0,22,20,4407,1
693,5,release_candidate,daily_ipc,1,0,1,0,0.337949,0.100929,0.000095,0.236680,0.373000,0.000000,5576,0,4096,1,0,0,0,22,20,4407,1
694,5,release_candidate,daily_file,1,0,1,0,0.336691,0.061684,0.000195,0.274618,0.372000,0.000000,5576,0,4096,1,0,0,0,22,20,4407,1
695,5,release_candidate,daily_hash,1,0,1,0,13.311827,0.060574,0.000689,13.250313,10.652000,3.968000,5576,0,4096,1,0,0,0,22,20,4407,1
696,5,release_candidate,daily_http,1,0,1,0,1.172290,0.170911,0.000488,1.000661,1.335000,0.011000,5576,0,4096,1,0,0,0,22,20,4407,1
697,5,release_candidate,daily_state,1,0,1,0,0.306536,0.064103,0.000314,0.241924,0.344000,0.000000,5576,0,4096,1,0,0,0,22,20,4407,1
698,5,release_candidate,daily_ipc,1,0,1,0,0.296427,0.062416,0.000203,0.233612,0.331000,0.000000,5576,0,4096,1,0,0,0,22,20,4407,1
699,5,release_candidate,daily_file,1,0,1,0,0.315277,0.062503,0.000438,0.252133,0.358000,0.000000,5576,0,4096,1,0,0,0,22,20,4407,1
